id_paiement,id_utilisateur,mois,type_paiement,montant_paiement,statut_paiement,jours_retard
P002025,U0089,2026-03,Abonnement internet,50000,À temps,0
P002026,U0089,2026-04,Fournisseur,12000,À temps,0
P002027,U0089,2026-04,Remboursement matériel,33500,Impayé,24
P002028,U0089,2026-05,Transport,17500,À temps,0
P002029,U0089,2026-05,Facture électricité,13500,Impayé,35
P002030,U0089,2026-06,Fournisseur,57500,Impayé,33
P002031,U0089,2026-06,Transport,61500,En retard,5
P002032,U0090,2025-07,Loyer,9000,À temps,0
P002033,U0090,2025-07,Facture électricité,13500,À temps,0
P002034,U0090,2025-08,Facture électricité,17500,À temps,0
P002035,U0090,2025-08,Abonnement internet,35500,À temps,0
P002036,U0090,2025-08,Remboursement matériel,41000,À temps,0
P002037,U0090,2025-09,Fournisseur,22500,À temps,0
P002038,U0090,2025-09,Fournisseur,35500,Impayé,32
P002039,U0090,2025-09,Facture électricité,42000,Impayé,43
P002040,U0090,2025-10,Facture électricité,29000,À temps,0
P002041,U0090,2025-10,Remboursement matériel,58000,À temps,0
P002042,U0090,2025-11,Remboursement matériel,30500,À temps,0
P002043,U0090,2025-12,Facture électricité,56000,À temps,0
P002044,U0090,2026-01,Remboursement matériel,40500,Impayé,44
P002045,U0090,2026-02,Facture électricité,40000,À temps,0
P002046,U0090,2026-03,Fournisseur,21000,À temps,0
P002047,U0090,2026-04,Loyer,9500,En retard,18
P002048,U0090,2026-05,Facture électricité,60000,En retard,16
P002049,U0090,2026-05,Fournisseur,16500,Impayé,41
P002050,U0090,2026-06,Loyer,22500,À temps,0
P002051,U0090,2026-06,Fournisseur,23000,Impayé,36
P002052,U0091,2025-07,Transport,32500,À temps,0
P002053,U0091,2025-08,Loyer,45500,À temps,0
P002054,U0091,2025-08,Loyer,59500,À temps,0
P002055,U0091,2025-09,Abonnement internet,5500,À temps,0
P002056,U0091,2025-10,Facture électricité,23500,À temps,0
P002057,U0091,2025-10,Facture électricité,42000,À temps,0
P002058,U0091,2025-11,Abonnement internet,61500,À temps,0
P002059,U0091,2025-11,Transport,15000,À temps,0
P002060,U0091,2025-12,Remboursement matériel,49000,À temps,0
P002061,U0091,2026-01,Loyer,44500,En retard,16
P002062,U0091,2026-01,Transport,23500,À temps,0
P002063,U0091,2026-01,Abonnement internet,20000,À temps,0
P002064,U0091,2026-02,Facture électricité,32000,À temps,0
P002065,U0091,2026-03,Facture électricité,53000,À temps,0
P002066,U0091,2026-03,Abonnement internet,45000,À temps,0
P002067,U0091,2026-04,Loyer,50500,À temps,0
P002068,U0091,2026-04,Facture électricité,15000,À temps,0
P002069,U0091,2026-05,Loyer,55500,À temps,0
P002070,U0091,2026-05,Remboursement matériel,8500,À temps,0
P002071,U0091,2026-06,Remboursement matériel,49000,À temps,0
P002072,U0091,2026-06,Remboursement matériel,31500,À temps,0
P002073,U0091,2026-06,Abonnement internet,52000,À temps,0
P002074,U0092,2025-07,Remboursement matériel,38500,En retard,9
P002075,U0092,2025-07,Remboursement matériel,44500,Impayé,51
P002076,U0092,2025-08,Remboursement matériel,26500,Impayé,24
P002077,U0092,2025-09,Facture électricité,54000,Impayé,30
P002078,U0092,2025-10,Facture électricité,17500,À temps,0
P002079,U0092,2025-11,Remboursement matériel,19500,Impayé,20
P002080,U0092,2025-11,Abonnement internet,18500,En retard,11
P002081,U0092,2025-12,Fournisseur,15000,À temps,0
P002082,U0092,2025-12,Loyer,35000,À temps,0
P002083,U0092,2026-01,Facture électricité,29500,Impayé,46
P002084,U0092,2026-02,Facture électricité,32000,Impayé,50
P002085,U0092,2026-03,Fournisseur,45000,À temps,0
P002086,U0092,2026-03,Loyer,50000,À temps,0
P002087,U0092,2026-04,Remboursement matériel,31500,À temps,0
P002088,U0092,2026-04,Facture électricité,49000,Impayé,26
P002089,U0092,2026-04,Loyer,46000,À temps,0
P002090,U0092,2026-05,Fournisseur,16000,En retard,11
P002091,U0092,2026-05,Facture électricité,36000,Impayé,54
P002092,U0092,2026-05,Loyer,39000,À temps,0
P002093,U0092,2026-06,Facture électricité,32000,Impayé,43
P002094,U0092,2026-06,Facture électricité,9000,À temps,0
P002095,U0093,2025-07,Abonnement internet,55500,À temps,0
P002096,U0093,2025-08,Facture électricité,21000,À temps,0
P002097,U0093,2025-08,Loyer,46500,À temps,0
P002098,U0093,2025-09,Abonnement internet,18500,En retard,17
P002099,U0093,2025-09,Loyer,56000,À temps,0
P002100,U0093,2025-10,Loyer,12000,À temps,0
P002101,U0093,2025-11,Facture électricité,59500,À temps,0
P002102,U0093,2025-11,Facture électricité,10000,En retard,10
P002103,U0093,2025-11,Remboursement matériel,45500,À temps,0
P002104,U0093,2025-12,Abonnement internet,48500,À temps,0
P002105,U0093,2026-01,Facture électricité,36500,À temps,0
P002106,U0093,2026-02,Transport,6000,À temps,0
P002107,U0093,2026-02,Fournisseur,24500,À temps,0
P002108,U0093,2026-03,Fournisseur,12000,En retard,2
P002109,U0093,2026-04,Remboursement matériel,54000,À temps,0
P002110,U0093,2026-04,Fournisseur,12500,En retard,13
P002111,U0093,2026-05,Loyer,5500,À temps,0
P002112,U0093,2026-05,Facture électricité,22000,En retard,17
P002113,U0093,2026-06,Transport,35500,À temps,0
P002114,U0093,2026-06,Fournisseur,33500,Impayé,41
P002115,U0094,2025-07,Facture électricité,33000,En retard,13
P002116,U0094,2025-07,Abonnement internet,36000,À temps,0
P002117,U0094,2025-08,Remboursement matériel,6000,À temps,0
P002118,U0094,2025-09,Remboursement matériel,16000,À temps,0
P002119,U0094,2025-09,Facture électricité,41500,À temps,0
P002120,U0094,2025-09,Abonnement internet,9000,En retard,4
P002121,U0094,2025-10,Fournisseur,64000,À temps,0
P002122,U0094,2025-11,Loyer,16000,Impayé,34
P002123,U0094,2025-11,Remboursement matériel,54500,À temps,0
P002124,U0094,2025-12,Abonnement internet,17000,Impayé,47
P002125,U0094,2026-01,Abonnement internet,28000,En retard,15
P002126,U0094,2026-02,Loyer,55000,À temps,0
P002127,U0094,2026-02,Transport,18000,À temps,0
P002128,U0094,2026-03,Facture électricité,36000,À temps,0
P002129,U0094,2026-03,Transport,50000,À temps,0
P002130,U0094,2026-04,Loyer,8000,À temps,0
P002131,U0094,2026-04,Transport,24500,Impayé,46
P002132,U0094,2026-04,Facture électricité,61500,En retard,12
P002133,U0094,2026-05,Loyer,57500,En retard,16
P002134,U0094,2026-06,Fournisseur,62500,À temps,0
P002135,U0095,2025-07,Facture électricité,62000,En retard,18
P002136,U0095,2025-07,Loyer,46000,Impayé,25
P002137,U0095,2025-07,Loyer,13500,Impayé,22
P002138,U0095,2025-08,Facture électricité,62000,Impayé,40
P002139,U0095,2025-08,Remboursement matériel,19000,En retard,11
P002140,U0095,2025-09,Abonnement internet,45000,Impayé,47
P002141,U0095,2025-09,Fournisseur,31000,À temps,0
P002142,U0095,2025-09,Facture électricité,41000,Impayé,27
P002143,U0095,2025-10,Remboursement matériel,45000,Impayé,21
P002144,U0095,2025-10,Facture électricité,36000,À temps,0
P002145,U0095,2025-11,Fournisseur,25000,À temps,0
P002146,U0095,2025-12,Facture électricité,44500,À temps,0
P002147,U0095,2025-12,Remboursement matériel,59000,Impayé,55
P002148,U0095,2026-01,Transport,34000,Impayé,53
P002149,U0095,2026-01,Remboursement matériel,9500,En retard,9
P002150,U0095,2026-02,Abonnement internet,46500,À temps,0
P002151,U0095,2026-02,Fournisseur,33000,Impayé,58
P002152,U0095,2026-03,Fournisseur,32500,Impayé,25
P002153,U0095,2026-03,Transport,58000,À temps,0
P002154,U0095,2026-04,Fournisseur,45500,À temps,0
P002155,U0095,2026-04,Fournisseur,64000,En retard,11
P002156,U0095,2026-04,Transport,19000,Impayé,33
P002157,U0095,2026-05,Transport,62500,En retard,6
P002158,U0095,2026-06,Transport,17500,En retard,3
P002159,U0095,2026-06,Loyer,54500,À temps,0
P002160,U0095,2026-06,Transport,55000,Impayé,31
P002161,U0096,2025-07,Transport,60500,Impayé,50
P002162,U0096,2025-07,Loyer,52500,Impayé,52
P002163,U0096,2025-07,Loyer,44500,En retard,8
P002164,U0096,2025-08,Abonnement internet,31500,Impayé,60
P002165,U0096,2025-08,Transport,53000,À temps,0
P002166,U0096,2025-09,Loyer,7500,À temps,0
P002167,U0096,2025-10,Remboursement matériel,24500,À temps,0
P002168,U0096,2025-11,Fournisseur,52000,À temps,0
P002169,U0096,2025-11,Facture électricité,48000,À temps,0
P002170,U0096,2025-11,Facture électricité,53000,En retard,14
P002171,U0096,2025-12,Fournisseur,55000,Impayé,59
P002172,U0096,2026-01,Loyer,17500,À temps,0
P002173,U0096,2026-02,Abonnement internet,57000,Impayé,47
P002174,U0096,2026-02,Loyer,39500,À temps,0
P002175,U0096,2026-03,Loyer,9000,En retard,12
P002176,U0096,2026-03,Transport,59500,Impayé,50
P002177,U0096,2026-04,Remboursement matériel,40000,En retard,15
P002178,U0096,2026-04,Abonnement internet,32500,Impayé,39
P002179,U0096,2026-05,Transport,55500,À temps,0
P002180,U0096,2026-06,Remboursement matériel,8500,Impayé,32
P002181,U0096,2026-06,Facture électricité,42500,Impayé,42
P002182,U0097,2025-07,Remboursement matériel,31500,À temps,0
P002183,U0097,2025-07,Facture électricité,22000,En retard,16
P002184,U0097,2025-07,Transport,21500,À temps,0
P002185,U0097,2025-08,Facture électricité,32000,À temps,0
P002186,U0097,2025-08,Facture électricité,36000,À temps,0
P002187,U0097,2025-09,Fournisseur,35000,À temps,0
P002188,U0097,2025-09,Facture électricité,20000,À temps,0
P002189,U0097,2025-10,Loyer,59500,À temps,0
P002190,U0097,2025-11,Abonnement internet,18000,En retard,2
P002191,U0097,2025-11,Fournisseur,11500,À temps,0
P002192,U0097,2025-12,Abonnement internet,41500,À temps,0
P002193,U0097,2025-12,Facture électricité,15000,À temps,0
P002194,U0097,2026-01,Facture électricité,16000,À temps,0
P002195,U0097,2026-02,Loyer,25000,À temps,0
P002196,U0097,2026-02,Transport,63000,À temps,0
P002197,U0097,2026-03,Loyer,28500,À temps,0
P002198,U0097,2026-03,Fournisseur,38000,À temps,0
P002199,U0097,2026-04,Transport,19000,À temps,0
P002200,U0097,2026-05,Abonnement internet,52000,À temps,0
P002201,U0097,2026-05,Transport,54500,À temps,0
P002202,U0097,2026-06,Facture électricité,36000,À temps,0
P002203,U0097,2026-06,Fournisseur,23500,À temps,0
P002204,U0098,2025-07,Abonnement internet,51000,À temps,0
P002205,U0098,2025-07,Fournisseur,47500,Impayé,38
P002206,U0098,2025-07,Remboursement matériel,49500,À temps,0
P002207,U0098,2025-08,Facture électricité,31000,Impayé,48
P002208,U0098,2025-08,Loyer,25000,En retard,15
P002209,U0098,2025-09,Transport,37000,Impayé,38
P002210,U0098,2025-09,Fournisseur,36500,À temps,0
P002211,U0098,2025-09,Remboursement matériel,30500,À temps,0
P002212,U0098,2025-10,Loyer,49000,À temps,0
P002213,U0098,2025-10,Facture électricité,45500,À temps,0
P002214,U0098,2025-11,Transport,15000,À temps,0
P002215,U0098,2025-12,Remboursement matériel,27500,Impayé,43
P002216,U0098,2025-12,Transport,28500,À temps,0
P002217,U0098,2025-12,Abonnement internet,38500,À temps,0
P002218,U0098,2026-01,Facture électricité,24000,En retard,11
P002219,U0098,2026-02,Loyer,40000,À temps,0
P002220,U0098,2026-02,Abonnement internet,48000,À temps,0
P002221,U0098,2026-03,Transport,38000,À temps,0
P002222,U0098,2026-03,Remboursement matériel,46500,En retard,18
P002223,U0098,2026-04,Facture électricité,64500,En retard,3
P002224,U0098,2026-05,Facture électricité,37500,À temps,0
P002225,U0098,2026-06,Facture électricité,64500,En retard,6
P002226,U0099,2025-07,Loyer,23500,À temps,0
P002227,U0099,2025-08,Transport,52500,En retard,10
P002228,U0099,2025-09,Loyer,45000,À temps,0
P002229,U0099,2025-09,Abonnement internet,29000,À temps,0
P002230,U0099,2025-09,Fournisseur,14000,À temps,0
P002231,U0099,2025-10,Loyer,45000,À temps,0
P002232,U0099,2025-11,Transport,51500,À temps,0
P002233,U0099,2025-11,Loyer,18000,À temps,0
P002234,U0099,2025-12,Facture électricité,6000,À temps,0
P002235,U0099,2025-12,Loyer,13500,À temps,0
P002236,U0099,2026-01,Abonnement internet,5000,À temps,0
P002237,U0099,2026-02,Facture électricité,52500,En retard,15
P002238,U0099,2026-02,Remboursement matériel,60000,À temps,0
P002239,U0099,2026-02,Remboursement matériel,9500,À temps,0
P002240,U0099,2026-03,Facture électricité,23500,À temps,0
P002241,U0099,2026-03,Fournisseur,15500,À temps,0
P002242,U0099,2026-04,Loyer,55000,À temps,0
P002243,U0099,2026-05,Transport,49000,À temps,0
P002244,U0099,2026-05,Transport,12000,À temps,0
P002245,U0099,2026-06,Fournisseur,6500,À temps,0
P002246,U0099,2026-06,Fournisseur,59000,À temps,0
P002247,U0099,2026-06,Facture électricité,53500,À temps,0
P002248,U0100,2025-07,Abonnement internet,19500,À temps,0
P002249,U0100,2025-07,Facture électricité,50500,À temps,0
P002250,U0100,2025-08,Abonnement internet,22000,À temps,0
P002251,U0100,2025-09,Transport,36000,À temps,0
P002252,U0100,2025-09,Abonnement internet,18500,À temps,0
P002253,U0100,2025-10,Fournisseur,42500,À temps,0
P002254,U0100,2025-10,Facture électricité,59500,À temps,0
P002255,U0100,2025-11,Loyer,51000,À temps,0
P002256,U0100,2025-11,Loyer,58500,À temps,0
P002257,U0100,2025-12,Fournisseur,20500,À temps,0
P002258,U0100,2025-12,Remboursement matériel,35000,À temps,0
P002259,U0100,2026-01,Transport,61500,À temps,0
P002260,U0100,2026-02,Remboursement matériel,64000,À temps,0
P002261,U0100,2026-02,Remboursement matériel,6500,À temps,0
P002262,U0100,2026-02,Remboursement matériel,20000,À temps,0
P002263,U0100,2026-03,Abonnement internet,63500,À temps,0
P002264,U0100,2026-04,Remboursement matériel,27000,À temps,0
P002265,U0100,2026-04,Transport,49000,À temps,0
P002266,U0100,2026-05,Facture électricité,12500,À temps,0
P002267,U0100,2026-06,Facture électricité,27500,À temps,0
P002268,U0100,2026-06,Transport,57000,À temps,0
P002269,U0101,2025-07,Facture électricité,51500,À temps,0
P002270,U0101,2025-08,Loyer,51500,À temps,0
P002271,U0101,2025-08,Facture électricité,15500,À temps,0
P002272,U0101,2025-09,Facture électricité,39500,À temps,0
P002273,U0101,2025-09,Abonnement internet,24500,À temps,0
P002274,U0101,2025-10,Transport,37500,À temps,0
P002275,U0101,2025-10,Facture électricité,10000,À temps,0
P002276,U0101,2025-11,Remboursement matériel,34500,À temps,0
P002277,U0101,2025-11,Abonnement internet,27000,À temps,0
P002278,U0101,2025-12,Facture électricité,28500,À temps,0
P002279,U0101,2025-12,Facture électricité,59500,À temps,0
P002280,U0101,2026-01,Loyer,34500,À temps,0
P002281,U0101,2026-02,Facture électricité,9500,En retard,16
P002282,U0101,2026-02,Remboursement matériel,55500,À temps,0
P002283,U0101,2026-03,Remboursement matériel,19000,À temps,0
P002284,U0101,2026-04,Facture électricité,56500,À temps,0
P002285,U0101,2026-05,Remboursement matériel,64000,En retard,12
P002286,U0101,2026-05,Loyer,41500,À temps,0
P002287,U0101,2026-06,Facture électricité,7000,À temps,0
P002288,U0101,2026-06,Abonnement internet,24500,À temps,0
P002289,U0101,2026-06,Remboursement matériel,26500,À temps,0
P002290,U0102,2025-07,Facture électricité,23000,À temps,0
P002291,U0102,2025-07,Fournisseur,24500,À temps,0
P002292,U0102,2025-07,Fournisseur,61500,À temps,0
P002293,U0102,2025-08,Remboursement matériel,33000,À temps,0
P002294,U0102,2025-08,Fournisseur,54500,À temps,0
P002295,U0102,2025-08,Transport,30500,À temps,0
P002296,U0102,2025-09,Remboursement matériel,6500,En retard,2
P002297,U0102,2025-09,Facture électricité,32500,En retard,2
P002298,U0102,2025-10,Remboursement matériel,54000,À temps,0
P002299,U0102,2025-10,Abonnement internet,49500,Impayé,55
P002300,U0102,2025-11,Fournisseur,60500,Impayé,53
P002301,U0102,2025-11,Transport,8000,À temps,0
P002302,U0102,2025-12,Fournisseur,59500,À temps,0
P002303,U0102,2026-01,Loyer,48500,À temps,0
P002304,U0102,2026-02,Abonnement internet,54500,À temps,0
P002305,U0102,2026-02,Transport,32000,En retard,6
P002306,U0102,2026-03,Loyer,30500,À temps,0
P002307,U0102,2026-03,Facture électricité,24000,À temps,0
P002308,U0102,2026-04,Facture électricité,65000,À temps,0
P002309,U0102,2026-04,Remboursement matériel,64500,En retard,18
P002310,U0102,2026-05,Fournisseur,36500,Impayé,30
P002311,U0102,2026-06,Facture électricité,19000,À temps,0
P002312,U0103,2025-07,Remboursement matériel,12500,Impayé,59
P002313,U0103,2025-07,Abonnement internet,37500,À temps,0
P002314,U0103,2025-07,Transport,56000,À temps,0
P002315,U0103,2025-08,Loyer,13500,Impayé,43
P002316,U0103,2025-08,Fournisseur,52500,À temps,0
P002317,U0103,2025-09,Abonnement internet,51500,À temps,0
P002318,U0103,2025-09,Fournisseur,60500,À temps,0
P002319,U0103,2025-10,Abonnement internet,16000,À temps,0
P002320,U0103,2025-10,Loyer,34000,En retard,8
P002321,U0103,2025-11,Facture électricité,13000,En retard,4
P002322,U0103,2025-11,Remboursement matériel,9500,À temps,0
P002323,U0103,2025-12,Loyer,50500,Impayé,60
P002324,U0103,2026-01,Abonnement internet,46500,En retard,12
P002325,U0103,2026-01,Loyer,7000,Impayé,24
P002326,U0103,2026-02,Loyer,33500,À temps,0
P002327,U0103,2026-02,Fournisseur,54000,À temps,0
P002328,U0103,2026-03,Loyer,52000,À temps,0
P002329,U0103,2026-03,Transport,12000,En retard,18
P002330,U0103,2026-04,Fournisseur,21500,À temps,0
P002331,U0103,2026-04,Abonnement internet,13500,À temps,0
P002332,U0103,2026-04,Abonnement internet,43000,Impayé,24
P002333,U0103,2026-05,Remboursement matériel,54000,À temps,0
P002334,U0103,2026-05,Facture électricité,56500,À temps,0
P002335,U0103,2026-06,Loyer,63500,En retard,2
P002336,U0103,2026-06,Abonnement internet,39500,À temps,0
P002337,U0104,2025-07,Facture électricité,57000,En retard,16
P002338,U0104,2025-08,Remboursement matériel,12000,À temps,0
P002339,U0104,2025-08,Transport,29000,À temps,0
P002340,U0104,2025-09,Abonnement internet,31000,En retard,12
P002341,U0104,2025-09,Remboursement matériel,5500,À temps,0
P002342,U0104,2025-09,Abonnement internet,62000,À temps,0
P002343,U0104,2025-10,Loyer,33500,À temps,0
P002344,U0104,2025-10,Remboursement matériel,43500,En retard,9
P002345,U0104,2025-11,Abonnement internet,15500,À temps,0
