id_revenu,id_utilisateur,mois,source_revenu,montant_revenu,canal_reception,revenu_recurrent
R001207,U0098,2025-12,Service local,300000,Cash,Non
R001208,U0098,2025-12,Commande client,277000,Mobile money,Non
R001209,U0098,2026-02,Vente boutique,226000,Mobile money,Non
R001210,U0098,2026-05,Service local,329000,Virement,Non
R001211,U0098,2026-05,Service local,332000,Mobile money,Oui
R001212,U0098,2026-05,Vente boutique,346000,Mobile money,Oui
R001213,U0099,2025-07,Contrat ponctuel,159866,Mobile money,Non
R001214,U0099,2025-08,Mission freelance,297405,Mobile money,Oui
R001215,U0099,2025-08,Prestation digitale,64000,Cash,Non
R001216,U0099,2025-08,Mission freelance,219000,Mobile money,Oui
R001217,U0099,2025-10,Mission freelance,117290,Mobile money,Oui
R001218,U0099,2025-11,Contrat ponctuel,146542,Cash,Oui
R001219,U0099,2025-11,Prestation digitale,144935,Mobile money,Non
R001220,U0099,2025-11,Prestation digitale,243190,Virement,Non
R001221,U0099,2025-12,Mission freelance,193944,Cash,Non
R001222,U0099,2026-02,Mission freelance,71298,Mobile money,Oui
R001223,U0099,2026-03,Prestation digitale,131803,Mobile money,Non
R001224,U0099,2026-03,Mission freelance,187044,Mobile money,Oui
R001225,U0099,2026-04,Prestation digitale,217731,Virement,Non
R001226,U0100,2025-07,Prestation digitale,228642,Cash,Oui
R001227,U0100,2025-07,Prestation digitale,116000,Cash,Non
R001228,U0100,2025-08,Contrat ponctuel,103298,Mobile money,Oui
R001229,U0100,2025-08,Contrat ponctuel,90498,Mobile money,Non
R001230,U0100,2025-09,Mission freelance,142127,Cash,Oui
R001231,U0100,2025-09,Mission freelance,185479,Mobile money,Oui
R001232,U0100,2025-09,Mission freelance,181669,Cash,Non
R001233,U0100,2025-10,Mission freelance,267608,Mobile money,Non
R001234,U0100,2025-10,Prestation digitale,223322,Cash,Non
R001235,U0100,2026-01,Prestation digitale,69721,Mobile money,Non
R001236,U0100,2026-02,Mission freelance,52000,Mobile money,Non
R001237,U0100,2026-03,Prestation digitale,180789,Mobile money,Oui
R001238,U0100,2026-04,Prestation digitale,67314,Cash,Oui
R001239,U0100,2026-05,Prestation digitale,57000,Cash,Oui
R001240,U0101,2025-07,Service local,139810,Mobile money,Oui
R001241,U0101,2025-08,Vente boutique,302998,Cash,Non
R001242,U0101,2025-10,Service local,167000,Mobile money,Oui
R001243,U0101,2025-10,Vente boutique,363250,Mobile money,Non
R001244,U0101,2025-11,Vente boutique,182966,Mobile money,Non
R001245,U0101,2025-12,Vente boutique,358455,Cash,Non
R001246,U0101,2026-01,Service local,356164,Cash,Oui
R001247,U0101,2026-01,Service local,206000,Mobile money,Oui
R001248,U0101,2026-02,Service local,266788,Mobile money,Oui
R001249,U0101,2026-02,Commande client,314000,Cash,Non
R001250,U0101,2026-03,Service local,106929,Cash,Non
R001251,U0101,2026-03,Vente boutique,400291,Mobile money,Oui
R001252,U0101,2026-04,Service local,304193,Virement,Non
R001253,U0101,2026-06,Commande client,177000,Mobile money,Non
R001254,U0102,2025-07,Vente en ligne,61702,Mobile money,Non
R001255,U0102,2025-07,Marketplace,148000,Cash,Oui
R001256,U0102,2025-08,Marketplace,205000,Virement,Non
R001257,U0102,2025-09,Commande WhatsApp,182589,Virement,Oui
R001258,U0102,2025-10,Vente en ligne,220807,Cash,Oui
R001259,U0102,2025-10,Commande WhatsApp,224791,Cash,Oui
R001260,U0102,2025-10,Vente en ligne,195000,Mobile money,Oui
R001261,U0102,2025-12,Marketplace,39683,Mobile money,Non
R001262,U0102,2026-01,Marketplace,137995,Mobile money,Non
R001263,U0102,2026-02,Commande WhatsApp,104747,Mobile money,Oui
R001264,U0102,2026-03,Vente en ligne,152000,Cash,Non
R001265,U0102,2026-05,Commande WhatsApp,175587,Cash,Non
R001266,U0102,2026-06,Commande WhatsApp,46000,Mobile money,Oui
R001267,U0103,2025-08,Service local,126000,Mobile money,Non
R001268,U0103,2025-09,Service local,147375,Mobile money,Non
R001269,U0103,2026-01,Service local,239914,Mobile money,Oui
R001270,U0103,2026-01,Commande client,291000,Cash,Non
R001271,U0103,2026-03,Commande client,197366,Mobile money,Oui
R001272,U0103,2026-05,Commande client,67000,Cash,Non
R001273,U0103,2026-06,Service local,296471,Mobile money,Non
R001274,U0104,2025-07,Vente boutique,148322,Mobile money,Oui
R001275,U0104,2025-08,Vente boutique,134082,Cash,Non
R001276,U0104,2025-08,Vente boutique,62492,Cash,Non
R001277,U0104,2025-08,Service local,262601,Mobile money,Non
R001278,U0104,2025-09,Vente boutique,315808,Virement,Non
R001279,U0104,2025-10,Service local,339858,Mobile money,Non
R001280,U0104,2025-11,Commande client,264000,Mobile money,Oui
R001281,U0104,2025-12,Vente boutique,160364,Mobile money,Oui
R001282,U0104,2025-12,Service local,136121,Cash,Non
R001283,U0104,2026-01,Commande client,218727,Cash,Oui
R001284,U0104,2026-02,Vente boutique,275852,Mobile money,Oui
R001285,U0104,2026-02,Vente boutique,214291,Mobile money,Oui
R001286,U0104,2026-03,Vente boutique,84192,Mobile money,Oui
R001287,U0104,2026-03,Vente boutique,113872,Cash,Non
R001288,U0104,2026-03,Service local,288713,Cash,Non
R001289,U0104,2026-04,Service local,189169,Virement,Non
R001290,U0104,2026-05,Service local,404484,Cash,Non
R001291,U0104,2026-05,Service local,294427,Mobile money,Oui
R001292,U0104,2026-06,Vente boutique,274819,Mobile money,Oui
R001293,U0105,2025-07,Bonus plateforme,39909,Mobile money,Oui
R001294,U0105,2025-07,Bonus plateforme,28000,Cash,Non
R001295,U0105,2025-08,Livraisons,34413,Cash,Oui
R001296,U0105,2025-09,Bonus plateforme,92941,Cash,Non
R001297,U0105,2025-10,Livraisons,64863,Mobile money,Non
R001298,U0105,2025-10,Bonus plateforme,98000,Virement,Non
R001299,U0105,2025-12,Course directe,56000,Mobile money,Non
R001300,U0105,2025-12,Bonus plateforme,117000,Cash,Non
R001301,U0105,2026-03,Bonus plateforme,70000,Mobile money,Non
R001302,U0105,2026-04,Bonus plateforme,97000,Mobile money,Oui
R001303,U0105,2026-04,Course directe,54408,Mobile money,Non
R001304,U0105,2026-05,Livraisons,68000,Cash,Oui
R001305,U0105,2026-05,Bonus plateforme,32000,Mobile money,Oui
R001306,U0106,2025-09,Maintenance,194000,Mobile money,Non
R001307,U0106,2025-10,Maintenance,65000,Mobile money,Oui
R001308,U0106,2025-10,Maintenance,164000,Mobile money,Oui
R001309,U0106,2025-10,Maintenance,197000,Mobile money,Non
R001310,U0106,2025-12,Maintenance,44000,Mobile money,Non
R001311,U0106,2026-03,Maintenance,204000,Mobile money,Non
R001312,U0106,2026-05,Service client,214000,Mobile money,Oui
R001313,U0107,2025-07,Commande WhatsApp,58401,Mobile money,Non
R001314,U0107,2025-08,Vente en ligne,121000,Mobile money,Oui
R001315,U0107,2025-12,Commande WhatsApp,63000,Mobile money,Oui
R001316,U0107,2025-12,Commande WhatsApp,152285,Mobile money,Oui
R001317,U0107,2026-03,Commande WhatsApp,48000,Cash,Oui
R001318,U0107,2026-04,Commande WhatsApp,202000,Mobile money,Non
R001319,U0107,2026-04,Commande WhatsApp,87118,Mobile money,Non
R001320,U0107,2026-04,Vente en ligne,125689,Mobile money,Non
R001321,U0107,2026-05,Commande WhatsApp,195000,Cash,Non
R001322,U0107,2026-05,Marketplace,104005,Mobile money,Non
R001323,U0107,2026-06,Vente en ligne,154000,Mobile money,Non
R001324,U0108,2025-07,Commande client,323000,Virement,Non
R001325,U0108,2025-10,Service local,242059,Cash,Non
R001326,U0108,2025-12,Commande client,285000,Mobile money,Non
R001327,U0108,2025-12,Service local,299902,Virement,Non
R001328,U0108,2026-01,Vente boutique,345000,Mobile money,Oui
R001329,U0108,2026-04,Commande client,116352,Mobile money,Non
R001330,U0108,2026-04,Vente boutique,282000,Cash,Non
R001331,U0108,2026-04,Service local,73957,Mobile money,Non
R001332,U0108,2026-06,Vente boutique,251648,Mobile money,Oui
R001333,U0109,2025-07,Prestation digitale,217216,Virement,Oui
R001334,U0109,2025-08,Contrat ponctuel,83285,Mobile money,Oui
R001335,U0109,2025-09,Contrat ponctuel,119136,Cash,Non
R001336,U0109,2025-09,Contrat ponctuel,287721,Mobile money,Oui
R001337,U0109,2025-09,Prestation digitale,108300,Cash,Oui
R001338,U0109,2025-10,Contrat ponctuel,88034,Mobile money,Oui
R001339,U0109,2025-11,Contrat ponctuel,214126,Mobile money,Non
R001340,U0109,2025-12,Prestation digitale,163930,Mobile money,Oui
R001341,U0109,2026-01,Prestation digitale,205813,Mobile money,Non
R001342,U0109,2026-02,Mission freelance,214938,Mobile money,Non
R001343,U0109,2026-02,Contrat ponctuel,93000,Mobile money,Oui
R001344,U0109,2026-02,Mission freelance,162149,Mobile money,Oui
R001345,U0109,2026-03,Mission freelance,192937,Mobile money,Non
R001346,U0109,2026-04,Mission freelance,160000,Mobile money,Oui
R001347,U0109,2026-05,Contrat ponctuel,100230,Mobile money,Oui
R001348,U0109,2026-06,Contrat ponctuel,52400,Cash,Non
R001349,U0110,2025-07,Marketplace,190000,Cash,Oui
R001350,U0110,2025-09,Commande WhatsApp,201341,Virement,Oui
R001351,U0110,2025-09,Commande WhatsApp,51000,Cash,Oui
R001352,U0110,2025-10,Marketplace,79861,Mobile money,Non
R001353,U0110,2025-12,Marketplace,92000,Mobile money,Non
R001354,U0110,2026-02,Vente en ligne,65000,Cash,Non
R001355,U0110,2026-02,Commande WhatsApp,139573,Mobile money,Oui
R001356,U0110,2026-05,Commande WhatsApp,131000,Cash,Oui
R001357,U0111,2025-11,Marketplace,193109,Mobile money,Oui
R001358,U0111,2025-11,Commande WhatsApp,119000,Mobile money,Non
R001359,U0111,2026-01,Marketplace,141000,Cash,Oui
R001360,U0111,2026-04,Commande WhatsApp,70000,Mobile money,Oui
R001361,U0111,2026-04,Commande WhatsApp,202000,Mobile money,Oui
R001362,U0112,2025-07,Mission freelance,215811,Virement,Oui
R001363,U0112,2025-08,Prestation digitale,203160,Mobile money,Oui
R001364,U0112,2025-09,Contrat ponctuel,254000,Mobile money,Non
R001365,U0112,2025-10,Contrat ponctuel,247464,Mobile money,Oui
R001366,U0112,2025-10,Mission freelance,224845,Cash,Oui
R001367,U0112,2025-11,Mission freelance,139444,Cash,Oui
R001368,U0112,2025-11,Mission freelance,172499,Mobile money,Oui
R001369,U0112,2025-11,Contrat ponctuel,223262,Mobile money,Oui
R001370,U0112,2025-12,Contrat ponctuel,146461,Mobile money,Non
R001371,U0112,2025-12,Contrat ponctuel,235468,Virement,Non
R001372,U0112,2026-01,Contrat ponctuel,157989,Mobile money,Non
R001373,U0112,2026-01,Prestation digitale,229667,Mobile money,Oui
R001374,U0112,2026-03,Contrat ponctuel,88537,Cash,Oui
R001375,U0112,2026-04,Mission freelance,181000,Mobile money,Non
R001376,U0112,2026-05,Prestation digitale,233912,Cash,Oui
R001377,U0113,2025-07,Maintenance,80000,Cash,Oui
R001378,U0113,2025-07,Service client,153474,Mobile money,Oui
R001379,U0113,2025-11,Service client,193000,Mobile money,Oui
R001380,U0113,2025-12,Maintenance,176000,Mobile money,Oui
R001381,U0113,2025-12,Service client,77000,Cash,Oui
R001382,U0113,2025-12,Service client,46000,Cash,Non
R001383,U0113,2026-01,Service client,182266,Cash,Oui
R001384,U0113,2026-02,Service client,170346,Mobile money,Oui
R001385,U0113,2026-03,Maintenance,96000,Mobile money,Non
R001386,U0113,2026-03,Maintenance,127000,Mobile money,Oui
R001387,U0113,2026-04,Maintenance,119962,Mobile money,Oui
R001388,U0113,2026-04,Maintenance,89283,Cash,Non
R001389,U0113,2026-05,Prestation,225000,Mobile money,Non
R001390,U0113,2026-05,Prestation,149000,Cash,Non
R001391,U0113,2026-05,Prestation,233000,Cash,Non
R001392,U0114,2025-07,Contrat ponctuel,158168,Mobile money,Oui
R001393,U0114,2025-10,Contrat ponctuel,83058,Mobile money,Oui
R001394,U0114,2025-11,Contrat ponctuel,124000,Cash,Non
R001395,U0114,2025-11,Prestation digitale,213173,Cash,Oui
R001396,U0114,2025-12,Contrat ponctuel,186000,Mobile money,Non
R001397,U0114,2026-01,Mission freelance,101552,Mobile money,Oui
R001398,U0114,2026-01,Mission freelance,92119,Mobile money,Oui
R001399,U0114,2026-03,Mission freelance,98985,Mobile money,Oui
R001400,U0114,2026-03,Prestation digitale,129000,Mobile money,Non
R001401,U0114,2026-05,Contrat ponctuel,215000,Mobile money,Oui
R001402,U0114,2026-06,Contrat ponctuel,78573,Virement,Non
R001403,U0115,2025-07,Mission freelance,133000,Mobile money,Oui
R001404,U0115,2025-08,Prestation digitale,215787,Mobile money,Non
R001405,U0115,2025-09,Contrat ponctuel,132646,Mobile money,Non
R001406,U0115,2025-09,Prestation digitale,147719,Cash,Non
R001407,U0115,2025-10,Prestation digitale,65000,Mobile money,Oui
R001408,U0115,2026-02,Mission freelance,133000,Mobile money,Oui
R001409,U0115,2026-02,Prestation digitale,254000,Mobile money,Non
R001410,U0116,2025-09,Vente boutique,167965,Cash,Non
R001411,U0116,2025-11,Service local,300780,Cash,Oui
R001412,U0116,2025-11,Service local,102000,Mobile money,Non
R001413,U0116,2026-01,Vente boutique,115000,Cash,Oui
R001414,U0117,2025-07,Marketplace,193000,Mobile money,Oui
R001415,U0117,2025-08,Vente en ligne,166886,Cash,Non
R001416,U0117,2025-09,Marketplace,155000,Mobile money,Non
R001417,U0117,2025-11,Marketplace,118027,Mobile money,Non
R001418,U0117,2025-12,Commande WhatsApp,133203,Mobile money,Oui
R001419,U0117,2025-12,Vente en ligne,51263,Mobile money,Oui
R001420,U0117,2026-02,Vente en ligne,213757,Virement,Oui
R001421,U0117,2026-03,Commande WhatsApp,165108,Mobile money,Non
R001422,U0117,2026-04,Vente en ligne,99525,Mobile money,Non
R001423,U0117,2026-05,Marketplace,179212,Mobile money,Oui
R001424,U0118,2025-07,Commande WhatsApp,67961,Mobile money,Non
R001425,U0118,2025-08,Commande WhatsApp,178721,Cash,Non
R001426,U0118,2025-09,Commande WhatsApp,185819,Mobile money,Non
R001427,U0118,2025-11,Vente en ligne,34000,Cash,Non
R001428,U0118,2025-12,Marketplace,69474,Mobile money,Non
R001429,U0118,2026-01,Marketplace,52827,Mobile money,Oui
R001430,U0118,2026-01,Commande WhatsApp,104374,Mobile money,Non
R001431,U0119,2025-07,Salaire partiel,39567,Mobile money,Oui
R001432,U0119,2025-10,Mission ponctuelle,159000,Mobile money,Non
R001433,U0119,2025-11,Mission ponctuelle,197458,Mobile money,Oui
R001434,U0119,2025-11,Petit commerce,144918,Cash,Non
R001435,U0119,2026-02,Petit commerce,165000,Mobile money,Oui
R001436,U0119,2026-02,Salaire partiel,139531,Virement,Non
R001437,U0119,2026-03,Mission ponctuelle,42000,Cash,Non
R001438,U0119,2026-05,Salaire partiel,159740,Mobile money,Oui
R001439,U0119,2026-05,Mission ponctuelle,156000,Virement,Oui
R001440,U0119,2026-05,Salaire partiel,118708,Virement,Non
R001441,U0119,2026-06,Mission ponctuelle,82753,Cash,Non
R001442,U0119,2026-06,Petit commerce,104374,Cash,Non
R001443,U0120,2025-09,Course directe,144000,Mobile money,Oui
R001444,U0120,2025-09,Livraisons,45151,Cash,Oui
R001445,U0120,2025-10,Livraisons,67344,Mobile money,Oui
R001446,U0120,2025-10,Bonus plateforme,96281,Mobile money,Oui
R001447,U0120,2025-12,Bonus plateforme,101000,Mobile money,Oui
R001448,U0120,2026-01,Course directe,139000,Cash,Oui
R001449,U0120,2026-01,Course directe,92441,Mobile money,Oui
R001450,U0120,2026-01,Course directe,28000,Mobile money,Oui
R001451,U0120,2026-03,Bonus plateforme,137000,Mobile money,Oui
R001452,U0120,2026-03,Livraisons,88000,Mobile money,Non
R001453,U0120,2026-05,Course directe,31953,Mobile money,Oui
R001454,U0120,2026-05,Course directe,41000,Mobile money,Non
R001455,U0120,2026-06,Livraisons,130644,Cash,Non
R001456,U0121,2025-07,Vente boutique,53836,Virement,Non
R001457,U0121,2025-08,Vente boutique,138540,Mobile money,Non
R001458,U0121,2025-11,Commande client,180563,Cash,Non
R001459,U0121,2025-12,Service local,126000,Mobile money,Non
R001460,U0121,2025-12,Commande client,289000,Cash,Non
R001461,U0121,2025-12,Commande client,75860,Mobile money,Oui
R001462,U0121,2026-01,Service local,289748,Mobile money,Non
R001463,U0121,2026-02,Vente boutique,219342,Mobile money,Oui
R001464,U0121,2026-03,Vente boutique,227535,Cash,Oui
R001465,U0121,2026-03,Commande client,117395,Virement,Non
R001466,U0121,2026-05,Vente boutique,120177,Cash,Non
R001467,U0121,2026-05,Vente boutique,145594,Mobile money,Oui
R001468,U0121,2026-06,Service local,228000,Mobile money,Oui
R001469,U0122,2025-07,Service local,97897,Mobile money,Oui
R001470,U0122,2025-10,Vente boutique,173943,Cash,Oui
R001471,U0122,2025-10,Commande client,161000,Cash,Non
R001472,U0122,2025-11,Service local,278074,Mobile money,Oui
R001473,U0122,2025-11,Vente boutique,157000,Mobile money,Oui
R001474,U0122,2026-02,Service local,154000,Mobile money,Non
R001475,U0122,2026-06,Service local,205000,Mobile money,Non
R001476,U0123,2025-08,Prestation,137000,Mobile money,Non
R001477,U0123,2025-08,Maintenance,74377,Mobile money,Oui
R001478,U0123,2025-12,Service client,56047,Cash,Oui
R001479,U0123,2025-12,Maintenance,175000,Mobile money,Non
R001480,U0123,2025-12,Maintenance,154817,Cash,Non
R001481,U0123,2026-03,Maintenance,209000,Mobile money,Non
R001482,U0123,2026-03,Prestation,240109,Virement,Oui
R001483,U0123,2026-05,Maintenance,203434,Mobile money,Non
R001484,U0123,2026-05,Maintenance,236000,Mobile money,Non
R001485,U0124,2025-07,Petit commerce,37025,Mobile money,Non
R001486,U0124,2025-10,Salaire partiel,183353,Mobile money,Non
R001487,U0124,2025-11,Salaire partiel,155000,Mobile money,Non
R001488,U0124,2025-11,Salaire partiel,143986,Mobile money,Non
R001489,U0124,2025-12,Salaire partiel,197463,Virement,Oui
R001490,U0124,2026-01,Petit commerce,73024,Cash,Non
R001491,U0124,2026-01,Petit commerce,84000,Mobile money,Non
R001492,U0124,2026-01,Salaire partiel,173316,Mobile money,Oui
R001493,U0124,2026-03,Mission ponctuelle,144963,Virement,Non
R001494,U0124,2026-04,Salaire partiel,73471,Virement,Oui
R001495,U0124,2026-05,Salaire partiel,41467,Cash,Non
R001496,U0124,2026-05,Salaire partiel,56621,Cash,Oui
R001497,U0124,2026-06,Salaire partiel,82877,Mobile money,Non
R001498,U0125,2025-07,Contrat ponctuel,155864,Mobile money,Non
R001499,U0125,2025-08,Mission freelance,245102,Cash,Oui
R001500,U0125,2025-08,Mission freelance,227000,Mobile money,Oui
R001501,U0125,2025-11,Prestation digitale,81695,Cash,Non
R001502,U0125,2025-11,Contrat ponctuel,229692,Mobile money,Oui
R001503,U0125,2025-12,Mission freelance,157837,Virement,Oui
R001504,U0125,2026-01,Prestation digitale,186932,Mobile money,Oui
R001505,U0125,2026-02,Mission freelance,110532,Mobile money,Oui
R001506,U0125,2026-02,Contrat ponctuel,206128,Virement,Oui
R001507,U0125,2026-03,Contrat ponctuel,153198,Cash,Oui
R001508,U0125,2026-03,Prestation digitale,283285,Cash,Non
R001509,U0125,2026-03,Contrat ponctuel,218322,Cash,Non
R001510,U0125,2026-04,Mission freelance,93436,Virement,Non
R001511,U0125,2026-04,Mission freelance,81000,Mobile money,Oui
R001512,U0125,2026-05,Contrat ponctuel,168633,Mobile money,Non
R001513,U0125,2026-05,Contrat ponctuel,122836,Mobile money,Non
R001514,U0125,2026-05,Contrat ponctuel,189377,Mobile money,Oui
R001515,U0125,2026-06,Contrat ponctuel,103573,Mobile money,Oui
R001516,U0126,2025-07,Commande WhatsApp,41000,Mobile money,Non
R001517,U0126,2025-07,Commande WhatsApp,62000,Mobile money,Non
R001518,U0126,2025-08,Vente en ligne,62000,Mobile money,Non
R001519,U0126,2025-08,Marketplace,83000,Mobile money,Non
R001520,U0126,2025-09,Commande WhatsApp,176000,Mobile money,Non
R001521,U0126,2025-10,Commande WhatsApp,91000,Mobile money,Oui
R001522,U0126,2025-10,Vente en ligne,153000,Mobile money,Oui
R001523,U0126,2025-12,Commande WhatsApp,121924,Cash,Non
R001524,U0126,2026-02,Vente en ligne,85440,Virement,Non
R001525,U0127,2025-08,Prestation,159263,Mobile money,Non
R001526,U0127,2025-08,Prestation,151000,Mobile money,Non
R001527,U0127,2025-08,Prestation,81000,Mobile money,Non
